GO_ID,GO_term,Category,gene_name
GO:0042802,identical protein binding,Function,entH
GO:0042802,identical protein binding,Function,upp
GO:0042802,identical protein binding,Function,mhpD
GO:0042802,identical protein binding,Function,cysB
GO:0042802,identical protein binding,Function,uvrA
GO:0042802,identical protein binding,Function,yebT
GO:0042802,identical protein binding,Function,lsrR
GO:0042802,identical protein binding,Function,lysP
GO:0042802,identical protein binding,Function,aroD
GO:0042802,identical protein binding,Function,amtB
GO:0042802,identical protein binding,Function,ulaA
GO:0042802,identical protein binding,Function,pdxY
GO:0042802,identical protein binding,Function,mscL
GO:0042802,identical protein binding,Function,rimK
GO:0042802,identical protein binding,Function,nanA
GO:0042802,identical protein binding,Function,emrE
GO:0042802,identical protein binding,Function,udp
GO:0042802,identical protein binding,Function,hda
GO:0042802,identical protein binding,Function,hdhA
GO:0042802,identical protein binding,Function,perR
GO:0042802,identical protein binding,Function,rnt
GO:0042802,identical protein binding,Function,proA
GO:0042802,identical protein binding,Function,frlC
GO:0042802,identical protein binding,Function,yihU
GO:0042802,identical protein binding,Function,macA
GO:0042802,identical protein binding,Function,msbA
GO:0042802,identical protein binding,Function,csgG
GO:0042802,identical protein binding,Function,yejK
GO:0042802,identical protein binding,Function,mnmE
GO:0042802,identical protein binding,Function,hisB
GO:0042802,identical protein binding,Function,tdcF
GO:0042802,identical protein binding,Function,secA
GO:0042802,identical protein binding,Function,entA
GO:0042802,identical protein binding,Function,serA
GO:0042802,identical protein binding,Function,dgcN
GO:0042802,identical protein binding,Function,guaC
GO:0042802,identical protein binding,Function,torI
GO:0042802,identical protein binding,Function,rho
GO:0042802,identical protein binding,Function,moaB
GO:0042802,identical protein binding,Function,glnL
GO:0042802,identical protein binding,Function,pyrH
GO:0042802,identical protein binding,Function,wecB
GO:0042802,identical protein binding,Function,ibpA
GO:0042802,identical protein binding,Function,umuD
GO:0042802,identical protein binding,Function,tnaA
GO:0042802,identical protein binding,Function,mog
GO:0042802,identical protein binding,Function,hybG
GO:0042802,identical protein binding,Function,menE
GO:0042802,identical protein binding,Function,tesB
GO:0042802,identical protein binding,Function,ltaE
GO:0042802,identical protein binding,Function,patD
GO:0042802,identical protein binding,Function,psuG
GO:0042802,identical protein binding,Function,dapB
GO:0042802,identical protein binding,Function,csiD
GO:0042802,identical protein binding,Function,deoD
GO:0042802,identical protein binding,Function,arnA
GO:0042802,identical protein binding,Function,iscR
GO:0042802,identical protein binding,Function,ftsQ
GO:0042802,identical protein binding,Function,tatB
GO:0042802,identical protein binding,Function,rhaA
GO:0042802,identical protein binding,Function,pfkB
GO:0042802,identical protein binding,Function,pspA
GO:0042802,identical protein binding,Function,uidA
GO:0042802,identical protein binding,Function,malT
GO:0042802,identical protein binding,Function,proB
GO:0042802,identical protein binding,Function,coaD
GO:0042802,identical protein binding,Function,hcxA
GO:0042802,identical protein binding,Function,maa
GO:0042802,identical protein binding,Function,clpP
GO:0042802,identical protein binding,Function,trmD
GO:0042802,identical protein binding,Function,tsaB
GO:0042802,identical protein binding,Function,kduI
GO:0042802,identical protein binding,Function,yjiA
GO:0042802,identical protein binding,Function,yfcE
GO:0042802,identical protein binding,Function,degP
GO:0042802,identical protein binding,Function,gltA
GO:0042802,identical protein binding,Function,ansB
GO:0042802,identical protein binding,Function,ftsZ
GO:0042802,identical protein binding,Function,cynT
GO:0042802,identical protein binding,Function,poxB
GO:0042802,identical protein binding,Function,csgA
GO:0042802,identical protein binding,Function,exbB
GO:0042802,identical protein binding,Function,lacZ
GO:0042802,identical protein binding,Function,xapA
GO:0042802,identical protein binding,Function,dnaB
GO:0042802,identical protein binding,Function,rbsD
GO:0042802,identical protein binding,Function,panB
GO:0042802,identical protein binding,Function,ssuD
GO:0042802,identical protein binding,Function,seqA
GO:0042802,identical protein binding,Function,uspA
GO:0042802,identical protein binding,Function,etk
GO:0042802,identical protein binding,Function,tig
GO:0042802,identical protein binding,Function,yrdA
GO:0042802,identical protein binding,Function,sucA
GO:0042802,identical protein binding,Function,bamE
GO:0042802,identical protein binding,Function,groS
GO:0042802,identical protein binding,Function,argG
GO:0042802,identical protein binding,Function,mutL
GO:0042802,identical protein binding,Function,fumA
GO:0042802,identical protein binding,Function,lpp
GO:0042802,identical protein binding,Function,norV
GO:0042802,identical protein binding,Function,fbaA
GO:0042802,identical protein binding,Function,yfbR
GO:0042802,identical protein binding,Function,rseB
GO:0042802,identical protein binding,Function,ubiD
GO:0042802,identical protein binding,Function,galE
GO:0042802,identical protein binding,Function,ibpB
GO:0042802,identical protein binding,Function,bamC
GO:0042802,identical protein binding,Function,degQ
GO:0042802,identical protein binding,Function,ldcC
GO:0042802,identical protein binding,Function,yeaW
GO:0042802,identical protein binding,Function,torS
GO:0042802,identical protein binding,Function,eda
GO:0042802,identical protein binding,Function,pqiB
GO:0042802,identical protein binding,Function,katG
GO:0042802,identical protein binding,Function,feoB
GO:0042802,identical protein binding,Function,gyrA
GO:0042802,identical protein binding,Function,fimA
GO:0042802,identical protein binding,Function,proC
GO:0042802,identical protein binding,Function,gcl
GO:0042802,identical protein binding,Function,yedX
GO:0042802,identical protein binding,Function,clpX
GO:0042802,identical protein binding,Function,yihS
GO:0042802,identical protein binding,Function,pyrB
GO:0042802,identical protein binding,Function,hypT
GO:0042802,identical protein binding,Function,lptA
GO:0042802,identical protein binding,Function,pgi
GO:0042802,identical protein binding,Function,rne
GO:0042802,identical protein binding,Function,dgcZ
GO:0042802,identical protein binding,Function,mlc
GO:0042802,identical protein binding,Function,bamB
GO:0042802,identical protein binding,Function,hns
GO:0042802,identical protein binding,Function,nlpE
GO:0042802,identical protein binding,Function,tatA
GO:0042802,identical protein binding,Function,rihB
GO:0042802,identical protein binding,Function,hypC
GO:0042802,identical protein binding,Function,glpG
GO:0042802,identical protein binding,Function,ftsA
GO:0042802,identical protein binding,Function,zur
GO:0042802,identical protein binding,Function,ydgA
GO:0042802,identical protein binding,Function,betB
GO:0042802,identical protein binding,Function,purF
GO:0042802,identical protein binding,Function,pykA
GO:0042802,identical protein binding,Function,ispF
GO:0042802,identical protein binding,Function,rfbA
GO:0042802,identical protein binding,Function,aroH
GO:0042802,identical protein binding,Function,selA
GO:0042802,identical protein binding,Function,ftsB
GO:0042802,identical protein binding,Function,adhE
GO:0042802,identical protein binding,Function,acrB
GO:0042802,identical protein binding,Function,dps
GO:0042802,identical protein binding,Function,torD
GO:0042802,identical protein binding,Function,ispB
GO:0042802,identical protein binding,Function,oxc
GO:0042802,identical protein binding,Function,norR
GO:0042802,identical protein binding,Function,intS
GO:0042802,identical protein binding,Function,minE
GO:0042802,identical protein binding,Function,aldA
GO:0042802,identical protein binding,Function,yeiG
GO:0042802,identical protein binding,Function,entB
GO:0042802,identical protein binding,Function,metK
GO:0042802,identical protein binding,Function,ftsK
GO:0042802,identical protein binding,Function,purE
GO:0042802,identical protein binding,Function,ybgI
GO:0042802,identical protein binding,Function,zwf
GO:0042802,identical protein binding,Function,hyuA
GO:0042802,identical protein binding,Function,moeA
GO:0042802,identical protein binding,Function,uvrB
GO:0042802,identical protein binding,Function,aidB
GO:0042802,identical protein binding,Function,cecR
GO:0042802,identical protein binding,Function,ssb
GO:0042802,identical protein binding,Function,ribB
GO:0042802,identical protein binding,Function,dgt
GO:0042802,identical protein binding,Function,ridA
GO:0042802,identical protein binding,Function,yicI
GO:0042802,identical protein binding,Function,dapE
GO:0042802,identical protein binding,Function,tatC
GO:0042802,identical protein binding,Function,pnp
GO:0042802,identical protein binding,Function,crp
GO:0042802,identical protein binding,Function,ahpC
GO:0042802,identical protein binding,Function,eutL
GO:0042802,identical protein binding,Function,argR
GO:0042802,identical protein binding,Function,emrA
GO:0042802,identical protein binding,Function,tilS
GO:0042802,identical protein binding,Function,ompA
GO:0042802,identical protein binding,Function,thiM
GO:0042802,identical protein binding,Function,macB
GO:0042802,identical protein binding,Function,mukB
GO:0042802,identical protein binding,Function,lepA
GO:0042802,identical protein binding,Function,codA
GO:0042802,identical protein binding,Function,ycaC
GO:0042802,identical protein binding,Function,srlD
GO:0042802,identical protein binding,Function,guaB
GO:0042802,identical protein binding,Function,rhmD
GO:0042802,identical protein binding,Function,guaA
GO:0042802,identical protein binding,Function,yieK
GO:0042802,identical protein binding,Function,ftnB
GO:0042802,identical protein binding,Function,tyrB
GO:0042802,identical protein binding,Function,agaI
GO:0061598,molybdopterin adenylyltransferase activity,Function,mog
GO:0061598,molybdopterin adenylyltransferase activity,Function,moeA
GO:0004822,isoleucine-tRNA ligase activity,Function,ileS
GO:0006428,isoleucyl-tRNA aminoacylation,Process,ileS
GO:0008652,cellular amino acid biosynthetic process,Process,dapB
GO:0008652,cellular amino acid biosynthetic process,Process,carB
GO:0008652,cellular amino acid biosynthetic process,Process,asnB
GO:0008652,cellular amino acid biosynthetic process,Process,cysK
GO:0008652,cellular amino acid biosynthetic process,Process,serB
GO:0008652,cellular amino acid biosynthetic process,Process,ilvM
GO:0008652,cellular amino acid biosynthetic process,Process,aspA
GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase,Function,dapB
GO:0019877,diaminopimelate biosynthetic process,Process,dapB
GO:0019877,diaminopimelate biosynthetic process,Process,dapA
GO:0019877,diaminopimelate biosynthetic process,Process,dapD
GO:0015226,carnitine transmembrane transporter activity,Function,caiT
GO:0015226,carnitine transmembrane transporter activity,Function,proW
GO:0015879,carnitine transport,Process,caiT
GO:0016021,integral component of membrane,Component,ftsQ
GO:0016021,integral component of membrane,Component,lacY
GO:0016021,integral component of membrane,Component,emrE
GO:0016021,integral component of membrane,Component,kdpB
GO:0016021,integral component of membrane,Component,tolQ
GO:0016021,integral component of membrane,Component,tolR
GO:0016021,integral component of membrane,Component,tolA
GO:0016021,integral component of membrane,Component,aqpZ
GO:0016021,integral component of membrane,Component,macB
GO:0016021,integral component of membrane,Component,ompA
GO:0016021,integral component of membrane,Component,umuC
GO:0016021,integral component of membrane,Component,dtpA
GO:0016021,integral component of membrane,Component,motB
GO:0016021,integral component of membrane,Component,motA
GO:0016021,integral component of membrane,Component,pgsA
GO:0016021,integral component of membrane,Component,mntH
GO:0016021,integral component of membrane,Component,xapB
GO:0016021,integral component of membrane,Component,hyfF
GO:0016021,integral component of membrane,Component,lepB
GO:0016021,integral component of membrane,Component,aas
GO:0016021,integral component of membrane,Component,sstT
GO:0016021,integral component of membrane,Component,tdcC
GO:0016021,integral component of membrane,Component,ftsH
GO:0016021,integral component of membrane,Component,mscL
GO:0016021,integral component of membrane,Component,secY
GO:0016021,integral component of membrane,Component,ftsX
GO:0016021,integral component of membrane,Component,yidC
GO:0016021,integral component of membrane,Component,atpE
GO:0016021,integral component of membrane,Component,atpB
GO:0016021,integral component of membrane,Component,rfe
GO:0016021,integral component of membrane,Component,tatA
GO:0016021,integral component of membrane,Component,secE
GO:0016021,integral component of membrane,Component,proP
GO:0016021,integral component of membrane,Component,dcuS
GO:0016021,integral component of membrane,Component,tolC
GO:0016021,integral component of membrane,Component,arcB
GO:0016021,integral component of membrane,Component,lptC
GO:0016021,integral component of membrane,Component,nirC
GO:0016021,integral component of membrane,Component,basS
GO:0016021,integral component of membrane,Component,baeS
GO:0016021,integral component of membrane,Component,mscS
GO:0016021,integral component of membrane,Component,ytfT
GO:0016021,integral component of membrane,Component,ynhF
GO:0016021,integral component of membrane,Component,rstB
GO:0016021,integral component of membrane,Component,lptG
GO:0016021,integral component of membrane,Component,rarD
GO:0016021,integral component of membrane,Component,uraA
GO:0016021,integral component of membrane,Component,fdnI
GO:0016021,integral component of membrane,Component,qseC
GO:0016021,integral component of membrane,Component,pstA
GO:0016021,integral component of membrane,Component,dmsC
GO:0016021,integral component of membrane,Component,yccA
GO:0016021,integral component of membrane,Component,gcd
GO:0016021,integral component of membrane,Component,phoR
GO:0016021,integral component of membrane,Component,kdgT
GO:0016021,integral component of membrane,Component,cydC
GO:0016021,integral component of membrane,Component,cpxA
GO:0016021,integral component of membrane,Component,nimT
GO:0016021,integral component of membrane,Component,pitB
GO:0016021,integral component of membrane,Component,dsbB
GO:0016021,integral component of membrane,Component,dsbD
GO:0016021,integral component of membrane,Component,ybdG
GO:0016021,integral component of membrane,Component,blr
GO:0016021,integral component of membrane,Component,idnT
GO:0016021,integral component of membrane,Component,torC
GO:0016021,integral component of membrane,Component,araH
GO:0016021,integral component of membrane,Component,hyaA
GO:0016021,integral component of membrane,Component,yedA
GO:0016021,integral component of membrane,Component,narQ
GO:0016021,integral component of membrane,Component,narX
GO:0016021,integral component of membrane,Component,ompF
GO:0016021,integral component of membrane,Component,dpiB
GO:0016021,integral component of membrane,Component,btuB
GO:0016021,integral component of membrane,Component,mdtK
GO:0016021,integral component of membrane,Component,atoS
GO:0016021,integral component of membrane,Component,yddA
GO:0016021,integral component of membrane,Component,htpX
GO:0016021,integral component of membrane,Component,sbmA
GO:0016021,integral component of membrane,Component,evgS
GO:0016021,integral component of membrane,Component,caiT
GO:0016021,integral component of membrane,Component,wzzE
GO:0016021,integral component of membrane,Component,fucP
GO:0016021,integral component of membrane,Component,pbpC
GO:0016021,integral component of membrane,Component,mdlA
GO:0016021,integral component of membrane,Component,dcuA
GO:0016021,integral component of membrane,Component,glnP
GO:0016021,integral component of membrane,Component,rhtB
GO:0016021,integral component of membrane,Component,eamA
GO:0016021,integral component of membrane,Component,setA
GO:0016021,integral component of membrane,Component,etk
GO:0016021,integral component of membrane,Component,cusS
GO:0016021,integral component of membrane,Component,lptF
GO:0016021,integral component of membrane,Component,cusA
GO:0016021,integral component of membrane,Component,mdlB
GO:0016021,integral component of membrane,Component,pqiB
GO:0016021,integral component of membrane,Component,rcsC
GO:0016021,integral component of membrane,Component,fxsA
GO:0016021,integral component of membrane,Component,dctA
GO:0016021,integral component of membrane,Component,cynX
GO:0016021,integral component of membrane,Component,abgT
GO:0016021,integral component of membrane,Component,tqsA
GO:0016021,integral component of membrane,Component,yojI
GO:0016021,integral component of membrane,Component,dtpD
GO:0016021,integral component of membrane,Component,zntA
GO:0016021,integral component of membrane,Component,pdeF
GO:0016021,integral component of membrane,Component,alsC
GO:0016021,integral component of membrane,Component,lysP
GO:0016021,integral component of membrane,Component,dtpB
GO:0016021,integral component of membrane,Component,lsrC
GO:0016021,integral component of membrane,Component,yhbE
GO:0016021,integral component of membrane,Component,yigM
GO:0016021,integral component of membrane,Component,rbsC
GO:0016021,integral component of membrane,Component,proY
GO:0016021,integral component of membrane,Component,mhpT
GO:0016021,integral component of membrane,Component,hybB
GO:0016021,integral component of membrane,Component,yicL
GO:0016021,integral component of membrane,Component,ygcS
GO:0016021,integral component of membrane,Component,yaaU
GO:0016021,integral component of membrane,Component,yphD
GO:0016021,integral component of membrane,Component,ydeE
GO:0016021,integral component of membrane,Component,mglC
GO:0016021,integral component of membrane,Component,rhtA
GO:0016021,integral component of membrane,Component,lsrD
GO:0016021,integral component of membrane,Component,setC
GO:0016021,integral component of membrane,Component,setB
GO:0016021,integral component of membrane,Component,cydD
GO:0016021,integral component of membrane,Component,xylH
GO:0016021,integral component of membrane,Component,yjfF
GO:0016021,integral component of membrane,Component,yidK
GO:0016021,integral component of membrane,Component,msbA
GO:0016021,integral component of membrane,Component,dtpC
GO:0016021,integral component of membrane,Component,napC
GO:0016021,integral component of membrane,Component,fdoI
GO:0016021,integral component of membrane,Component,mmuP
GO:0016021,integral component of membrane,Component,yijE
GO:0016021,integral component of membrane,Component,torY
GO:0006979,response to oxidative stress,Process,degP
GO:0006979,response to oxidative stress,Process,acnA
GO:0006979,response to oxidative stress,Process,katE
GO:0006979,response to oxidative stress,Process,ubiH
GO:0006979,response to oxidative stress,Process,lpd
GO:0006979,response to oxidative stress,Process,ftnA
GO:0006979,response to oxidative stress,Process,msrA
GO:0006979,response to oxidative stress,Process,sufA
GO:0006979,response to oxidative stress,Process,fre
GO:0006979,response to oxidative stress,Process,msrP
GO:0006979,response to oxidative stress,Process,yidH
GO:0006979,response to oxidative stress,Process,yfdK
GO:0006979,response to oxidative stress,Process,fumC
GO:0006979,response to oxidative stress,Process,napF
GO:0006979,response to oxidative stress,Process,icd
GO:0006979,response to oxidative stress,Process,sodA
GO:0006979,response to oxidative stress,Process,ybeQ
GO:0006979,response to oxidative stress,Process,ychF
GO:0006979,response to oxidative stress,Process,yfcG
GO:0006979,response to oxidative stress,Process,yhbO
GO:0006979,response to oxidative stress,Process,wrbA
GO:0006979,response to oxidative stress,Process,hslO
GO:0006979,response to oxidative stress,Process,efeO
GO:0006979,response to oxidative stress,Process,gpmM
GO:0006979,response to oxidative stress,Process,patZ
GO:0006979,response to oxidative stress,Process,yfdO
GO:0006979,response to oxidative stress,Process,azoR
GO:0006979,response to oxidative stress,Process,sufD
GO:0006979,response to oxidative stress,Process,yaaU
GO:0006979,response to oxidative stress,Process,yfdS
GO:0006979,response to oxidative stress,Process,soxR
GO:0006979,response to oxidative stress,Process,rseC
GO:0006979,response to oxidative stress,Process,mstA
GO:0006979,response to oxidative stress,Process,ftsP
GO:0006979,response to oxidative stress,Process,ydbK
GO:0006979,response to oxidative stress,Process,osmC
GO:0006979,response to oxidative stress,Process,cysD
GO:0006979,response to oxidative stress,Process,katG
GO:0006979,response to oxidative stress,Process,sufE
GO:0006979,response to oxidative stress,Process,nfuA
GO:0006979,response to oxidative stress,Process,oxyR
GO:0006979,response to oxidative stress,Process,clpA
GO:0006979,response to oxidative stress,Process,bcp
GO:0006979,response to oxidative stress,Process,uspF
GO:0006979,response to oxidative stress,Process,ybhJ
GO:0006979,response to oxidative stress,Process,ahpC
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,Function,wrbA
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,Function,kefF
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,Function,ycaK
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,Function,kefG
GO:0009055,electron transfer activity,Function,kefF
GO:0009055,electron transfer activity,Function,sdhA
GO:0009055,electron transfer activity,Function,yfaE
GO:0009055,electron transfer activity,Function,fdx
GO:0009055,electron transfer activity,Function,sdhB
GO:0009055,electron transfer activity,Function,frdB
GO:0009055,electron transfer activity,Function,sdhC
GO:0009055,electron transfer activity,Function,fdnI
GO:0009055,electron transfer activity,Function,sdhD
GO:0009055,electron transfer activity,Function,nrfB
GO:0009055,electron transfer activity,Function,narI
GO:0009055,electron transfer activity,Function,cyoD
GO:0009055,electron transfer activity,Function,cyoA
GO:0009055,electron transfer activity,Function,dld
GO:0009055,electron transfer activity,Function,fdnG
GO:0009055,electron transfer activity,Function,torC
GO:0009055,electron transfer activity,Function,hyaA
GO:0009055,electron transfer activity,Function,frdA
GO:0009055,electron transfer activity,Function,cydA
GO:0009055,electron transfer activity,Function,appB
GO:0009055,electron transfer activity,Function,fdnH
GO:0009055,electron transfer activity,Function,hyaB
GO:0009055,electron transfer activity,Function,appC
GO:0009055,electron transfer activity,Function,narG
GO:0009055,electron transfer activity,Function,dmsA
GO:0009055,electron transfer activity,Function,glpD
GO:0009055,electron transfer activity,Function,norV
GO:0009055,electron transfer activity,Function,cyoB
GO:0009055,electron transfer activity,Function,narH
GO:0009055,electron transfer activity,Function,cyoC
GO:0009055,electron transfer activity,Function,nrdH
GO:0009055,electron transfer activity,Function,hydN
GO:0009055,electron transfer activity,Function,cydB
GO:0009055,electron transfer activity,Function,narY
GO:0009055,electron transfer activity,Function,fdoG
GO:0009055,electron transfer activity,Function,kefG
GO:0009055,electron transfer activity,Function,ydiR
GO:0009055,electron transfer activity,Function,ynfF
GO:0009055,electron transfer activity,Function,ycaK
GO:0009055,electron transfer activity,Function,narV
GO:0009055,electron transfer activity,Function,ygcR
GO:0009055,electron transfer activity,Function,torA
GO:0009055,electron transfer activity,Function,torY
GO:0009055,electron transfer activity,Function,torZ
GO:0009055,electron transfer activity,Function,ynfE
GO:0009055,electron transfer activity,Function,fixB
GO:0009055,electron transfer activity,Function,bisC
GO:0009055,electron transfer activity,Function,napC
GO:0010181,FMN binding,Function,nuoG
GO:0010181,FMN binding,Function,nuoF
GO:0010181,FMN binding,Function,nuoE
GO:0010181,FMN binding,Function,nfsB
GO:0010181,FMN binding,Function,rutE
GO:0010181,FMN binding,Function,ydjA
GO:0010181,FMN binding,Function,hemG
GO:0010181,FMN binding,Function,aroC
GO:0010181,FMN binding,Function,nrdI
GO:0010181,FMN binding,Function,glpB
GO:0010181,FMN binding,Function,wrbA
GO:0010181,FMN binding,Function,lldD
GO:0010181,FMN binding,Function,pyrD
GO:0010181,FMN binding,Function,dfp
GO:0010181,FMN binding,Function,azoR
GO:0010181,FMN binding,Function,msrQ
GO:0010181,FMN binding,Function,ycaK
GO:0010181,FMN binding,Function,dusC
GO:0010181,FMN binding,Function,cysJ
GO:0010181,FMN binding,Function,pdxH
GO:0010181,FMN binding,Function,yieF
GO:0010181,FMN binding,Function,nemA
GO:0010181,FMN binding,Function,norV
GO:0010181,FMN binding,Function,kefF
GO:0010181,FMN binding,Function,mioC
GO:0010181,FMN binding,Function,yqcA
GO:0010181,FMN binding,Function,fadH
GO:0010181,FMN binding,Function,fldB
GO:0010181,FMN binding,Function,nfsA
GO:0010181,FMN binding,Function,chrR
GO:0010181,FMN binding,Function,kefG
GO:0032414,positive regulation of ion transmembrane transporter activity,Process,kefF
GO:0032414,positive regulation of ion transmembrane transporter activity,Process,kefG
GO:0008684,2-oxopent-4-enoate hydratase activity,Function,mhpD
GO:0019439,aromatic compound catabolic process,Process,mhpC
GO:0019439,aromatic compound catabolic process,Process,mhpD
GO:0030145,manganese ion binding,Function,dgt
GO:0030145,manganese ion binding,Function,hemF
GO:0030145,manganese ion binding,Function,ftsH
GO:0030145,manganese ion binding,Function,tdh
GO:0030145,manganese ion binding,Function,adeD
GO:0030145,manganese ion binding,Function,allC
GO:0030145,manganese ion binding,Function,glpX
GO:0030145,manganese ion binding,Function,phnP
GO:0030145,manganese ion binding,Function,dxr
GO:0030145,manganese ion binding,Function,yieH
GO:0030145,manganese ion binding,Function,hxpA
GO:0030145,manganese ion binding,Function,umpG
GO:0030145,manganese ion binding,Function,nrdF
GO:0030145,manganese ion binding,Function,hisD
GO:0030145,manganese ion binding,Function,rfe
GO:0030145,manganese ion binding,Function,yhdE
GO:0030145,manganese ion binding,Function,sodA
GO:0030145,manganese ion binding,Function,yciV
GO:0030145,manganese ion binding,Function,pepP
GO:0030145,manganese ion binding,Function,yihX
GO:0030145,manganese ion binding,Function,yggF
GO:0030145,manganese ion binding,Function,uxaA
GO:0030145,manganese ion binding,Function,gpmM
GO:0030145,manganese ion binding,Function,speB
GO:0030145,manganese ion binding,Function,mhpD
GO:0030145,manganese ion binding,Function,phoU
GO:0030145,manganese ion binding,Function,gmm
GO:0030145,manganese ion binding,Function,pepQ
GO:0030145,manganese ion binding,Function,rtcB
GO:0030145,manganese ion binding,Function,maeB
GO:0030145,manganese ion binding,Function,yjjG
GO:0030145,manganese ion binding,Function,allE
GO:0030145,manganese ion binding,Function,psuG
GO:0030145,manganese ion binding,Function,ulaG
GO:0030145,manganese ion binding,Function,rhaA
GO:0030145,manganese ion binding,Function,yfcE
GO:0030145,manganese ion binding,Function,melA
GO:0030145,manganese ion binding,Function,nudC
GO:0030145,manganese ion binding,Function,tktA
GO:0030145,manganese ion binding,Function,leuB
GO:0030145,manganese ion binding,Function,ispF
GO:0030145,manganese ion binding,Function,mutT
GO:0030145,manganese ion binding,Function,yrfG
GO:0030145,manganese ion binding,Function,uxuA
GO:0030145,manganese ion binding,Function,otsA
GO:0030145,manganese ion binding,Function,gpmI
GO:0030145,manganese ion binding,Function,ispU
GO:0046183,L-idonate catabolic process,Process,idnD
GO:0046183,L-idonate catabolic process,Process,idnO
GO:0046183,L-idonate catabolic process,Process,idnK
GO:0050572,L-idonate 5-dehydrogenase activity,Function,idnD
GO:0008796,bis(5'-nucleosyl)-tetraphosphatase activity,Function,apaH
GO:0008803,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity,Function,apaH
GO:0010165,response to X-ray,Process,apaH
GO:0010165,response to X-ray,Process,recJ
GO:0010165,response to X-ray,Process,mrcB
GO:0010165,response to X-ray,Process,lon
GO:0010165,response to X-ray,Process,appY
GO:0010165,response to X-ray,Process,cmk
GO:0010165,response to X-ray,Process,ddlA
GO:0010165,response to X-ray,Process,yagJ
GO:0010165,response to X-ray,Process,cysB
GO:0010165,response to X-ray,Process,yebG
GO:0010165,response to X-ray,Process,eutK
GO:0010165,response to X-ray,Process,ybaK
GO:0010165,response to X-ray,Process,cysE
GO:0010165,response to X-ray,Process,betB
GO:0010165,response to X-ray,Process,yadG
GO:0010165,response to X-ray,Process,intF
GO:0015949,nucleobase-containing small molecule interconversion,Process,apaH
GO:0015949,nucleobase-containing small molecule interconversion,Process,tmk
GO:0015949,nucleobase-containing small molecule interconversion,Process,pyrF
GO:0015949,nucleobase-containing small molecule interconversion,Process,cdd
GO:0015949,nucleobase-containing small molecule interconversion,Process,nrdA
GO:0015949,nucleobase-containing small molecule interconversion,Process,nrdB
GO:0015949,nucleobase-containing small molecule interconversion,Process,xapA
GO:0015949,nucleobase-containing small molecule interconversion,Process,nrdE
GO:0015949,nucleobase-containing small molecule interconversion,Process,purA
GO:0015949,nucleobase-containing small molecule interconversion,Process,nrdG
GO:0015949,nucleobase-containing small molecule interconversion,Process,nrdD
GO:0015949,nucleobase-containing small molecule interconversion,Process,deoC
GO:0015949,nucleobase-containing small molecule interconversion,Process,dcd
GO:0015949,nucleobase-containing small molecule interconversion,Process,relA
GO:0015949,nucleobase-containing small molecule interconversion,Process,cmk
GO:0015949,nucleobase-containing small molecule interconversion,Process,gpp
GO:0015949,nucleobase-containing small molecule interconversion,Process,spoT
GO:0015949,nucleobase-containing small molecule interconversion,Process,dgt
GO:0015949,nucleobase-containing small molecule interconversion,Process,gppA
GO:0006813,potassium ion transport,Process,kefC
GO:0006813,potassium ion transport,Process,kdpB
GO:0006813,potassium ion transport,Process,kefB
GO:0006813,potassium ion transport,Process,trkH
GO:0006813,potassium ion transport,Process,kch
GO:0006813,potassium ion transport,Process,chaA
GO:0006813,potassium ion transport,Process,trkA
GO:0006813,potassium ion transport,Process,kup
GO:0006813,potassium ion transport,Process,cvrA
GO:0006813,potassium ion transport,Process,trkG
GO:0006885,regulation of pH,Process,kefC
GO:0009636,response to toxic substance,Process,efeO
GO:0009636,response to toxic substance,Process,kefC
GO:0009636,response to toxic substance,Process,emrB
GO:0009636,response to toxic substance,Process,yiiM
GO:0009636,response to toxic substance,Process,ycbX
GO:0009636,response to toxic substance,Process,ridA
GO:0015503,glutathione-regulated potassium exporter activity,Function,kefC
GO:0015643,toxic substance binding,Function,fhuA
GO:0015643,toxic substance binding,Function,lepB
GO:0015643,toxic substance binding,Function,yefM
GO:0015643,toxic substance binding,Function,dinJ
GO:0015643,toxic substance binding,Function,kefC
GO:0019899,enzyme binding,Function,prlF
GO:0019899,enzyme binding,Function,recX
GO:0019899,enzyme binding,Function,rnc
GO:0019899,enzyme binding,Function,lpoB
GO:0019899,enzyme binding,Function,dinI
GO:0019899,enzyme binding,Function,kefC
GO:0019899,enzyme binding,Function,atl
GO:0019899,enzyme binding,Function,ymdB
GO:0019899,enzyme binding,Function,sbmC
GO:0019899,enzyme binding,Function,rraB
GO:0051595,response to methylglyoxal,Process,yqiI
GO:0051595,response to methylglyoxal,Process,ydbD
GO:0051595,response to methylglyoxal,Process,yjjQ
GO:0051595,response to methylglyoxal,Process,kefC
GO:0051595,response to methylglyoxal,Process,hchA
GO:0005840,ribosome,Component,sspB
GO:0005840,ribosome,Component,rplM
GO:0005840,ribosome,Component,lhr
GO:0005840,ribosome,Component,deaD
GO:0009376,HslUV protease complex,Component,hslU
GO:0009376,HslUV protease complex,Component,hslV
GO:0009376,HslUV protease complex,Component,sspB
